YEA	MON	DAY	PRO	NUM	COU	H	MN	SEC	TZ	LAT	LON	COD	CITY		

1892	3	22	C	350	I	20	10	4	-1	40N54	14E 0	NA	NAPOLI
1892	3	28	C	818	F	0	50	40	0	43N18	5E22	13	MARSEILLE
1892	4	6	C	331	I	13	10	4	-1	45N30	12E30	VE	VENEZIA
1892	4	13	C	293	I	13	10	4	-1	45N 0	8E 0	TO	PINEROLO
1892	5	2	C	1276	F	1	50	40	0	48N50	2E20	75	PARIS 16E
1892	5	9	C	1628	B	17	0	0	0	50N51	4E15	BRA	MOLENBEEK ST-JE
1892	6	18	C	815	F	22	20	40	0	43N18	0W22	64	PAU
1892	6	30	C	1673	B	14	0	0	0	50N51	4E15	BRA	LAEKEN
1892	7	6	C	295	I	9	20	4	-1	43N42	13E45	AN	OSIMO
1892	7	7	C	272	I	16	40	4	-1	44N24	7E15	CN	CUNEO
1892	7	16	C	151	F	7	50	40	0	47N13	1W35	44	NANTES
1892	7	18	C	316	I	23	40	4	-1	45N48	9E 0	VA	GERENZANO
1892	7	28	C	1231	F	10	20	40	0	48N 7	1W40	35	ST-MALO
1892	8	8	C	327	I	8	10	4	-1	45N30	12E30	VE	VENEZIA
1892	8	26	C	1315	F	3	50	40	0	46N34	3E20	03	MONTBEUGNY
1892	8	27	C	903	I	7	40	4	-1	45N12	11E 0	CR	PIZZIGHETTONE
1892	9	3	C	298	I	5	58	4	-1	41N54	12E30	RM	ROMA
1892	9	9	C	463	I	6	30	4	-1	45N 0	9E45	PC	FIORENZUOLA D'A
1892	10	13	C	1661	B	18	0	0	0	50N51	4E15	BRA	UCCLE
1892	10	27	C	639	F	2	50	40	0	46N59	3E 9	58	POUGUES-LES-EAUX
1892	11	2	C	158	F	18	50	40	0	48N31	2W45	22	SAINT-BRIEUC
1892	11	4	C	154	F	13	50	40	0	44N 1	1E20	82	SEOTFINDS
1892	11	16	C	116	I	9	10	4	-1	45N12	11E 0	MN	CASTEL D'ARIO
1892	11	19	C	467	I	2	40	4	-1	42N24	13E30	AQ	AVEZZANO
1893	1	2	C	1135	B	22	0	0	0	50N20	4E30	NAM	SPY
1893	1	13	C	287	I	10	25	4	-1	45N12	9E 0	PV	PAVIA
1893	2	2	C	983	I	11	10	4	-1	45N 0	8E 0	TO	TORINO
1893	3	18	C	938	I	17	10	4	-1	45N 0	9E 0	AL	NOVI LIGURE
1893	3	24	C	105	I	17	40	4	-1	43N42	11E30	FI	FIRENZE
1893	3	24	C	246	I	23	15	4	-1	45N30	12E30	VE	VENEZIA
1893	3	24	C	972	I	16	40	4	-1	44N12	12E30	FO	MODIGLIANA
1893	4	21	C	437	I	17	40	4	-1	41N54	12E30	RM	ROMA
1893	5	12	C	479	I	20	10	4	-1	45N30	11E 0	BS	BRESCIA
1893	5	20	C	179	F	19	50	40	0	47N13	1W35	44	NANTES
1893	6	6	C	274	I	16	20	4	-1	41N12	17E 0	BA	TRANI
1893	6	9	C	423	I	23	20	4	-1	45N24	12E15	PD	PADOVA
1893	7	1	C	330	I	11	10	4	-1	40N30	15E45	PZ	VENOSADIPUGLIA
1893	7	12	C	1713	F	5	50	40	0	48N55	2E30	93	ST-DENIS
1893	8	15	C	594	F	5	50	40	0	48N50	2E20	75	PARIS 4E
1893	9	23	C	145	F	3	50	40	0	41N55	8E45	20	OLMETADITUDA
1893	10	2	C	512	B	23	30	0	0	51N 5	3E45	OVL	TIEBRODE
1893	10	19	C	201	F	15	20	40	0	46N 9	1W10	17	SAINTES
1893	10	20	C	482	I	13	40	4	-1	44N 0	13E 0	PS	PESARO
1893	10	20	C	561	F	15	50	40	0	45N26	4E23	42	ST-MARTIN-DE-LE
1893	10	25	C	360	I	5	10	4	-1	43N42	8E 0	IM	SAN REMO
1893	10	31	C	362	I	12	10	4	-1	45N24	11E 0	VR	BARDOLINODIVERO
1893	11	5	C	1301	F	18	50	40	0	50N39	3E 5	59	ROUBAIX
1893	11	14	C	1203	N	4	42	8	0	52N 5	4E28	ZH	LOOSDUINEN
1893	11	17	C	2086	F	10	50	40	0	48N 4	0W45	53	LAVAL
1893	11	23	C	351	I	15	0	0	-1	41N54	12E30	RM	SUBIACO
1893	12	21	C	1229	F	5	50	40	0	49N11	0W22	14	HONFLEUR
1893	12	23	C	303	I	3	10	0	-1	45N30	9E15	MI	MILANO
1893	12	28	C	1145	B	2	0	0	0	51N13	3E15	WVL	OOSTDUINKERKE
1894	1	4	C	389	I	20	30	0	-1	45N30	11E 0	BS	BRESCIA
1894	1	5	C	392	I	12	0	0	-1	44N 0	13E 0	PS	FANO
1894	1	12	C	581	F	17	50	40	0	50N18	2E46	62	LIEVIN
1894	1	17	C	338	I	16	30	0	-1	44N12	12E30	FO	FORLI
1894	1	28	C	222	F	19	20	40	0	46N18	4E50	71	STMAURICEDESATH
1894	1	28	C	2078	F	12	50	40	0	48N 7	5E 8	52	LANGRES
1894	1	31	C	1798	F	21	50	40	0	42N42	2E55	66	AINHOA
1894	2	3	C	1491	I	10	0	0	-1	45N30	9E15	MI	MILANO
1894	2	5	C	244	I	14	0	0	-1	40N42	15E15	SA	SALERNO
1894	2	14	C	1032	B	4	0	0	0	51N13	3E15	WVL	MIDDELKERKE
1894	3	1	C	468	I	23	30	0	-1	40N24	18E45	LE	MAGLIE
1894	3	5	C	257	I	14	0	0	-1	40N54	14E 0	NA	NAPOLI
1894	3	20	C	304	I	2	30	0	-1	45N30	9E15	MI	MILANO
1894	3	26	C	168	F	20	20	40	0	48N10	6E28	88	SAULCYSMEURTHE
1894	4	11	C	391	I	7	0	0	-1	40N54	14E 0	NA	NAPOLI
1894	4	12	C	469	I	15	0	0	-1	44N12	12E30	FO	FORLI
1894	5	9	C	1701	F	17	20	40	0	46N59	3E 9	58	NEVERS
1894	5	10	C	1764	F	11	20	40	0	50N39	3E 5	59	TOURCOING
1894	5	24	C	494	I	6	0	0	-1	45N30	9E15	MI	MILANO
1894	6	7	C	136	F	14	50	40	0	46N34	3E20	03	AUDES
1894	6	8	C	177	F	7	50	40	0	47N37	6E 9	70	CHAMPLITTE
1894	6	13	C	864	F	0	50	40	0	48N50	2E20	75	PARIS 18E
1894	7	7	C	426	I	17	0	0	-1	45N30	9E 0	NO	BIANDRATEDINOVA
1894	7	27	C	2034	F	8	0	40	0	48N 1	0E12	72	YVRE-L'EVEQUE
1894	8	1	C	911	I	23	0	0	-1	45N36	12E45	TV	COLLE UMBERTO
1894	8	10	C	319	I	4	0	0	-1	43N 0	13E 0	PG	UMBERTIDE
1894	9	28	C	247	I	4	30	0	-1	40N24	18E45	LE	LECCE
1894	11	7	C	239	I	1	15	0	-1	45N48	9E15	CO	BELLANO
1894	11	18	C	433	I	6	0	0	-1	41N36	14E45	CB	CAMPOBASSO
1894	11	19	C	163	F	17	50	40	0	49N34	3E37	02	STQUENTIN
1894	12	4	C	1974	F	20	50	40	0	44N27	1E26	46	GORSES
1894	12	7	C	1818	F	8	50	40	0	50N39	3E 5	59	NEUF-MESNIL
1894	12	14	C	393	I	13	30	0	-1	45N 0	12E15	RO	ADRIA
1894	12	23	C	277	I	10	15	0	-1	45N30	9E15	MI	MILANO
1894	12	24	C	175	F	10	20	40	0	48N50	2E20	75	PARIS 16E
1894	12	24	C	326	I	9	45	0	-1	43N42	11E30	FI	BARBERINODIMUGE
1894	12	28	C	508	B	22	0	0	0	51N13	3E15	WVL	BRUGES
1895	1	14	C	435	I	19	30	0	-1	45N30	9E15	MI	MILANO
1895	1	19	C	415	I	1	0	0	-1	41N54	12E30	RM	ROMA
1895	1	31	C	1147	B	17	0	0	0	51N 5	3E45	OVL	DENDERWINDEKE
1895	2	11	C	1283	F	14	50	40	0	48N50	2E20	75	PARIS 18E
1895	2	13	C	341	I	19	0	0	-1	45N30	12E 0	VI	THIENE DI VINCEN
1895	3	3	C	470	I	20	0	0	-1	45N30	9E15	MI	MILANO
1895	3	10	C	312	I	5	10	0	-1	45N30	11E 0	BS	BRESCIA
1895	3	10	C	1161	B	1	0	0	0	51N13	3E15	WVL	KOEKELARE
1895	3	14	C	1053	B	15	0	0	0	51N 5	3E45	OVL	MARIAKERKE
1895	3	21	C	1680	B	16	0	0	0	51N13	3E15	WVL	BRUGES
1895	3	31	C	422	I	18	0	0	-1	45N30	11E 0	BS	DESENZANODELGAR
1895	4	4	C	403	I	18	0	0	-1	45N30	12E 0	VI	VICENZA
1895	4	19	C	387	I	8	0	0	-1	45N36	9E45	BG	BERGAMO
1895	4	20	C	483	I	16	30	0	-1	45N30	9E 0	NO	CALTIGNAGA
1895	5	1	C	320	I	2	0	0	-1	41N36	15E30	FG	CASTELLUCCIOVAL
1895	5	5	C	2073	F	5	50	40	0	44N50	0W34	33	BORDEAUX
1895	5	6	C	375	I	6	0	0	-1	41N 6	14E30	CE	CAPUA
1895	5	11	C	2048	F	10	20	40	0	48N50	2E20	75	PARIS
1895	6	20	C	318	I	14	0	0	-1	43N42	11E30	FI	SCASCIANOINVALD
1895	7	18	C	265	I	2	0	0	-1	45N 0	12E15	RO	ROVIGO
1895	7	22	C	77	F	18	50	40	0	50N39	3E 5	59	CROIX
1895	7	24	C	438	I	0	10	0	-1	45N 0	9E 0	AL	CASALEMONFERRAT
1895	7	28	C	263	I	23	0	0	-1	44N 0	10E30	MS	VILLAFRANCA INLU
1895	8	6	C	236	F	6	5	40	0	47N54	1E54	45	ORLEANS
1895	8	8	C	207	F	7	20	40	0	48N33	2E40	77	JOUYSMORIN
1895	8	24	C	407	I	17	0	0	-1	45N24	12E15	PD	PADOVA
1895	8	24	C	1962	F	8	50	40	0	43N18	0W22	64	LARRAU
1895	9	5	C	404	I	17	0	0	-1	46N 0	13E30	UD	UDINE
1895	9	7	C	125	F	21	50	40	0	48N50	2E11	92	MONTROUGE
1895	9	23	C	493	I	16	0	0	-1	40N54	14E 0	NA	NAPOLI
1895	10	5	C	241	I	3	0	0	-1	38N 0	15E30	ME	MESSINA
1895	10	9	C	1932	F	20	50	40	0	43N18	0W22	64	BAYONNE
1895	10	16	C	471	I	16	0	0	-1	41N54	12E30	RM	ROMA
1896	1	1	C	1051	B	12	0	0	0	51N 5	3E45	OVL	HAMME-AAN-DURME
1896	1	14	C	990	I	9	15	0	-1	45N24	12E15	PD	PADOVA
1896	2	6	C	296	I	10	0	0	-1	45N30	12E 0	VI	VINCENZA
1896	2	13	C	344	I	21	20	0	-1	44N48	10E45	PR	PARMA
1896	4	29	C	181	F	10	50	40	0	49N 7	1W 5	50	CHERBOURG
1896	5	1	C	150	F	17	50	40	0	49N34	3E37	02	IVIERS
1896	6	5	C	260	I	19	30	0	-1	44N42	12E30	FE	QUARTESANAFERRA
1896	6	26	C	1030	B	8	0	0	0	51N13	3E15	WVL	KLERKEN
1896	8	13	C	1324	F	9	20	40	0	48N50	2E20	75	PARIS 14E
1896	8	19	C	386	I	7	15	0	-1	45N 0	8E 0	TO	TORINO
1896	8	19	C	406	I	13	0	0	-1	40N42	15E15	SA	CAVADE'TIRRENI
1896	9	13	C	176	F	1	50	40	0	47N38	6E52	90	BELFORT
1896	10	2	C	231	F	6	20	40	0	47N40	2W44	56	LORIENT
1896	10	3	C	498	I	5	0	0	-1	45N30	9E15	MI	MILANO
1896	10	15	C	947	I	2	0	0	-1	43N42	11E30	FI	FIRENZE
1896	10	20	C	443	I	4	30	0	-1	45N30	9E15	MI	MILANO
1896	10	25	C	134	F	6	50	40	0	49N26	2E 5	60	MERU
1896	11	15	C	251	I	17	0	0	-1	45N30	12E30	VE	SDONADIPIAVE
1896	11	20	C	474	I	20	30	0	-1	43N18	11E45	SI	MONTEPULCIANO
1896	12	17	C	342	I	2	0	0	-1	45N30	12E 0	VI	THIENE
1896	12	27	C	1050	B	22	0	0	0	51N13	3E15	WVL	LOVENDEGEM
1896	12	28	C	89	F	22	50	40	0	49N26	1E 5	76	ROUEN
1897	1	30	C	234	F	5	20	40	0	46N18	4E50	71	CHALONSSAONE
1897	1	31	C	301	I	16	30	0	-1	45N 0	9E 0	AL	CASALEMONFERRAT
1897	2	10	C	1178	B	23	0	0	0	51N14	4E30	ANT	BERLAAR
1897	2	14	C	2004	F	2	30	40	0	45N34	5E55	73	CHAMBERY
1897	2	20	C	1173	B	18	0	0	0	51N13	3E15	WVL	BREEDENE PAR OO
1897	2	28	C	368	I	13	30	0	-1	44N 0	13E 0	PS	URBANIADIPESARO
1897	3	15	C	2032	F	15	20	40	0	49N26	2E 5	60	MONTHERLANT
1897	4	3	C	250	I	20	0	0	-1	44N18	8E45	SV	LOANO
1897	4	29	C	1675	B	12	0	0	0	51N14	4E30	ANT	ANVERS
1897	5	5	C	226	F	7	50	40	0	45N47	3E 5	63	RIOM
1897	5	8	C	369	I	15	30	0	-1	41N54	12E30	RM	ROMA
1897	5	8	C	1654	B	11	0	0	0	51N14	4E30	ANT	HOBOKEN
1897	5	31	C	503	I	22	30	0	-1	45N 0	8E 0	TO	CHIVASSO
1897	7	27	C	1425	I	8	0	0	-1	45N 0	9E 0	AL	ALESSANDRIA
1897	8	4	C	261	I	14	0	0	-1	44N24	9E 0	GE	SMARGHERITALIGU
1897	8	15	C	126	F	3	20	40	0	47N15	6E 2	25	BESANCON
1897	8	21	C	334	I	23	30	0	-1	43N42	11E 0	LU	LUCCA
1897	10	10	C	1094	B	5	0	0	0	51N13	3E15	WVL	HARELBEKE
1897	11	2	C	1647	B	3	30	0	0	50N39	5E30	LIE	LIEGE
1897	11	3	C	1909	F	7	40	40	0	49N34	3E37	02	LAON
1897	11	4	C	836	F	4	20	40	0	48N50	2E20	75	PARIS 16E
1897	11	26	C	1245	F	21	50	40	0	49N11	0W22	14	LISIEUX
1898	1	23	C	153	F	3	50	40	0	43N42	7E16	06	NICE
1898	2	8	C	452	I	11	0	0	-1	44N48	10E45	PR	TIZZANO VAL PAR
1898	2	8	C	1646	B	22	0	0	0	51N14	4E30	ANT	ANVERS
1898	2	18	C	1917	F	14	50	40	0	43N18	0W22	64	OSTABAT
1898	2	27	C	132	F	18	50	40	0	45N50	1E15	87	LIMOGES
1898	3	16	C	1830	F	18	50	40	0	43N18	0W22	64	BAYONNE
1898	4	10	C	1795	F	12	50	40	0	43N18	0W22	64	GUETHARY
1898	4	17	C	1019	B	8	0	0	0	51N13	3E15	WVL	HEULE
1898	5	14	C	235	F	0	50	40	0	45N50	1E15	87	LIMOGES
1898	5	15	C	1773	F	0	50	40	0	50N39	3E 5	59	ROUBAIX
1898	5	20	C	208	F	21	20	40	0	48N42	6E12	54	LUNEVILLE
1898	7	20	C	148	F	5	50	40	0	48N57	4E22	51	REIMS
1898	8	13	C	2046	F	16	50	40	0	43N18	0W22	64	BIARRITZ
1898	8	21	C	396	I	3	0	0	-1	38N 0	13E30	PA	PALERMO
1898	8	25	C	211	F	19	20	40	0	46N 9	1W10	17	ST TROJAN
1898	8	27	C	1289	F	20	50	40	0	43N37	3E53	34	SETE
1898	9	28	C	104	I	2	15	0	-1	42N30	13E 0	TR	TERNI
1898	10	18	C	100	I	16	30	0	-1	40N48	8E30	SS	BUDDUSE
1898	10	18	C	1820	F	17	50	40	0	43N18	0W22	64	BAYONNE
1898	12	11	C	1694	F	4	50	40	0	48N50	2E 8	78	PORT-MARLY
1898	12	12	C	1215	N	21	42	8	0	52N 5	4E28	ZH	OOLTGENSPLAAT
1898	12	18	C	505	I	7	0	0	-1	45N30	9E15	MI	MACHERIO
1898	12	21	C	1175	B	15	0	0	0	51N 5	3E45	OVL	NAZARETH
1898	12	26	C	1090	B	1	0	0	0	51N13	3E15	WVL	ROESELARE
1899	1	1	C	2027	F	20	20	40	0	50N39	3E 5	59	LILLE
1899	1	19	C	1629	B	9	0	0	0	51N 5	3E45	OVL	GAND
1899	2	7	C	1870	F	14	50	40	0	43N54	0W30	40	ST-SEVER
1899	2	22	C	186	F	3	50	40	0	47N40	2W44	56	BADEB
1899	3	1	C	1216	N	15	41	28	0	52N22	4E38	NH	AMSTERDAM
1899	3	9	C	1295	F	5	50	40	0	48N50	2E20	75	PARIS 9E
1899	4	11	C	1892	F	5	50	40	0	43N14	0E 5	65	ARGELES-GAZOST
1899	5	6	C	986	I	15	0	0	-1	45N30	9E 0	NO	BOCA
1899	5	7	C	1854	F	3	50	40	0	43N14	0E 5	65	TARBES
1899	5	14	C	1968	F	6	50	40	0	43N18	0W22	64	PAU
1899	5	15	C	364	I	13	0	0	-1	39N 0	17E30	CZ	ISOLACAPORICCIN
1899	5	24	C	2064	F	18	50	40	0	48N50	2E20	75	PARIS
1899	6	14	C	1737	F	18	35	40	0	48N 0	4W 6	29	PONT-CROIX
1899	7	3	C	1400	F	10	50	40	0	49N54	2E18	80	MONTDIDIER
1899	7	28	C	1266	F	1	50	40	0	48N50	2E20	75	PARIS 19E
1899	8	3	C	88	F	17	50	40	0	43N42	7E16	06	MONTECARLO
1899	8	3	C	410	I	22	0	0	-1	44N30	11E 0	BO	BOLOGNA
1899	8	14	C	1840	F	9	50	40	0	43N37	3E53	34	MARAUSSAN
1899	8	26	C	813	F	5	50	40	0	48N47	2E29	94	KREMLIN-BICETRE
1899	8	28	C	490	I	6	0	0	-1	46N 0	12E 0	TN	TRENTO
1899	10	1	C	41	F	1	50	40	0	45N50	1E15	87	LEDORAT
1899	10	8	C	1357	F	9	20	40	0	43N54	0W30	40	DAX
1899	10	21	C	1783	F	22	50	40	0	44N50	0W34	33	BORDEAUX
1899	10	30	C	1063	B	20	0	0	0	51N 5	3E45	OVL	BAASRODE
1899	11	3	C	1180	B	10	0	0	0	51N13	3E15	WVL	DADIZELE
1899	11	4	C	1057	B	15	0	0	-1	49N36	6E 9	LUX	MAMER
1899	11	4	C	1352	F	22	50	40	0	48N50	2E20	75	PARIS 11E
1899	11	11	C	1060	B	22	0	0	0	51N 5	3E45	OVL	HUISE
1899	11	15	C	1635	B	22	0	0	0	50N51	4E15	BRA	ANDERLECHT
1899	12	1	C	82	F	19	50	40	0	48N57	4E22	51	STEMENEHOULD
1899	12	8	C	1836	F	10	50	40	0	43N14	0E 5	65	LOURDES
1899	12	12	C	2082	F	7	20	40	0	44N50	0W34	33	HAUX
1900	3	2	C	182	F	5	50	40	0	48N50	2E20	75	PARIS 18E
1900	3	4	C	1627	B	16	0	0	0	51N14	4E30	ANT	ANVERS
1900	3	9	C	1660	B	17	30	0	0	50N51	4E15	BRA	UCCLE
1900	5	17	C	995	B	23	0	0	0	50N23	4E30	HAI	PONT DE LOUP
1900	6	29	C	223	F	9	5	40	0	45N46	4E50	69	LYON 2E
1900	7	16	C	676	F	11	50	40	0	44N50	0W34	33	BORDEAUX
1900	7	19	C	2077	F	22	50	40	0	50N39	3E 5	59	LILLE
1900	7	24	C	10	F	1	50	40	0	48N50	2E11	92	BOULOGNE-BILLANC
1900	7	24	C	1022	B	1	0	0	0	50N51	4E15	BRA	DWORP
1900	10	7	C	1717	F	20	20	40	0	44N56	4E54	26	ROMANS-S/ISERE
1900	10	11	C	1910	F	5	50	40	0	42N42	2E55	66	PERPIGNAN
1900	10	15	C	281	I	7	5	0	-1	44N48	10E45	PR	COLORNO
1900	10	19	C	1819	F	20	50	40	0	43N18	0W22	64	BAYONNE
1900	10	26	C	1630	B	6	0	0	0	50N47	5E30	LIM	LEOPOLDSBURG
1900	10	31	C	273	I	0	45	0	-1	45N24	12E15	PD	PADOVA
1900	12	6	C	1790	F	7	50	40	0	43N18	0W22	64	ESPELETTE
1900	12	29	C	1651	B	15	0	0	0	50N47	5E30	LIM	ZOLDER
1901	1	8	C	515	F	16	20	40	0	50N18	2E46	62	BOULOGNE-S/MER
1901	2	4	C	1841	F	20	50	40	0	43N55	2E 8	81	ALBI
1901	2	8	C	557	F	1	50	40	0	43N18	0W22	64	PARDS
1901	2	13	C	1270	F	10	50	40	0	48N47	2E29	94	VITRY-S-SEINE
1901	2	21	C	54	F	22	50	40	0	44N50	0W34	33	LIBOURNE
1901	3	7	C	180	F	17	50	40	0	48N50	2E11	92	LEVALLOIS-PERRET
1901	3	12	C	2071	F	10	50	40	0	43N18	0W22	64	BIDART
1901	3	17	C	1831	F	10	50	40	0	43N37	1E26	31	TOULOUSE
1901	4	2	C	71	F	11	35	40	0	43N14	0E 5	65	TARBES
1901	4	20	C	2081	F	16	50	40	0	48N42	6E12	54	MAIDIERES-LES-PT
1901	6	7	C	275	I	14	30	0	-1	43N 0	13E 0	PG	PERUGIA
1901	6	15	C	355	I	20	0	0	-1	40N54	14E 0	NA	NAPOLI
1901	6	15	C	1967	F	12	50	40	0	42N42	2E55	66	PERPIGNAN
1901	6	28	C	30	F	14	50	40	0	50N39	3E 5	59	SARSPETERIES
1901	7	19	C	86	N	12	41	28	0	52N22	4E38	NH	WORMERVEER
1901	8	17	C	556	F	10	50	40	0	43N37	1E26	31	STE-FOIX-DE-PEY
1901	8	29	C	66	F	0	50	40	0	45N47	3E 5	63	CLERMONT-FERRAND
1901	11	10	C	58	F	0	50	40	0	48N33	2E40	77	TOURNANENBRIE
1901	12	1	C	220	F	10	50	40	0	48N55	2E30	93	AUBERVILLIERS
1901	12	8	C	159	F	5	20	40	0	43N57	4E50	84	AVIGNON
1901	12	9	C	199	F	1	50	40	0	49N34	3E37	02	AUBENTEN
1901	12	14	C	2050	F	10	50	40	0	45N46	4E50	69	VILLEURBANNE
1901	12	14	C	2052	F	23	40	40	0	48N50	2E11	92	NEUILLY-S-SEINE
1901	12	22	C	941	I	20	0	0	-1	45N 0	8E 0	TO	TORINO
1901	12	25	C	289	I	0	30	0	-1	44N24	7E15	CN	ORMEA
1901	12	30	C	117	I	3	0	0	-1	44N18	8E45	SV	CELLE-LIGURE
1902	1	13	C	328	I	8	0	0	-1	45N30	12E 0	VI	ALTISSIMO
1902	2	24	C	1596	I	7	30	0	-1	45N24	8E30	VC	VERCELLI
1902	3	25	C	1167	B	20	0	0	0	51N13	3E15	WVL	OOSTENDE
1902	3	29	C	1978	F	16	50	40	0	42N42	2E55	66	PERPIGNAN
1902	4	8	C	646	F	7	50	40	0	50N39	3E 5	59	VALENCIENNES
1902	4	26	C	149	F	16	20	40	0	44N50	0W34	33	BORDEAUX
1902	5	3	C	1696	F	0	50	40	0	44N50	0W34	33	CAUDERAN
1902	5	4	C	268	I	5	0	0	-1	45N30	9E15	MI	LODI
1902	5	22	C	68	F	22	50	40	0	43N37	3E53	34	LUNEL
1902	5	24	C	749	B	1	0	0	0	51N14	4E30	ANT	ANVERS
1902	5	29	C	174	F	11	50	40	0	48N57	4E22	51	BONY
1902	6	12	C	329	I	1	0	0	-1	45N30	9E15	MI	MILANO
1902	6	14	C	1982	F	4	50	40	0	42N42	2E55	66	THUIR
1902	6	22	C	1745	F	8	50	40	0	45N50	1E15	87	LIMOGES
1902	7	6	C	2054	F	10	50	40	0	43N37	1E26	31	TOULOUSE
1902	7	12	C	521	F	20	20	40	0	47N28	0W32	49	TILLIERS
1902	7	21	C	895	F	21	50	40	0	48N42	6E12	54	LUNEVILLE
1902	8	11	C	909	I	10	30	0	-1	45N48	9E 0	VA	CITTIGLIO
1902	8	25	C	2042	F	8	50	40	0	48N31	2W45	22	VAL-ANDRE
1902	9	10	C	245	I	13	0	0	-1	45N36	9E45	BG	GRUMELLOALMONTE
1902	10	14	C	944	I	16	6	0	-1	45N12	11E 0	MN	BAGNOLO S. VITO
1902	11	5	C	1750	F	3	20	40	0	50N39	3E 5	59	BERGUES
1902	11	8	C	1994	F	7	50	40	0	43N37	3E53	34	AUTIGNAC
1902	12	20	C	1481	I	22	0	0	-1	45N 0	8E 0	TO	TORINO
1902	12	22	C	283	I	16	45	0	-1	45N30	9E15	MI	MILANO
1902	12	27	C	240	I	19	0	0	-1	45N30	9E15	MI	CASALPURLENGO
1903	1	11	C	974	I	20	0	0	-1	45N30	9E 0	NO	BOCA
1903	1	16	C	1691	F	15	50	40	0	48N 7	1W40	35	PARIGNE
1903	1	19	C	2041	F	5	50	40	0	48N42	6E12	54	NANCY
1903	1	27	C	64	F	10	50	40	0	50N18	2E46	62	NORRENTFONTES
1903	2	9	C	109	I	15	0	0	-1	45N30	9E 0	NO	OGGEBBIO
1903	3	20	C	740	B	1	0	0	0	50N20	4E30	NAM	AGIMONT
1903	3	27	C	1058	B	9	0	0	0	50N39	5E30	LIE	AYENEUX
1903	4	27	C	2084	F	16	50	40	0	49N26	2E 5	60	ORRY-LA-V
1903	5	3	C	1622	B	17	0	0	0	50N51	4E15	BRA	ANDERLECHT
1903	6	9	C	101	I	9	15	0	-1	45N30	11E 0	BS	MANERBIE
1903	6	12	C	1043	B	19	0	0	0	50N23	4E30	HAI	CHATELINEAU
1903	7	30	C	502	I	5	0	0	-1	45N24	8E30	VC	VERCELLI
1903	9	1	C	1033	B	2	0	0	0	51N13	3E15	WVL	HARELBEKE
1903	9	22	C	1751	F	21	50	40	0	48N 0	4W 6	29	MEGRIT
1903	10	2	C	949	I	8	0	0	-1	45N48	9E 0	VA	BUSTO ARSIZIO
1903	10	10	C	843	F	6	50	40	0	47N40	2W44	56	PONTIVY
1903	11	2	C	2039	F	0	50	40	0	45N54	6E 7	74	CHAMONIX
1903	11	3	C	1724	F	16	50	40	0	48N50	2E 8	78	LE VESINET
1903	11	12	C	188	F	17	50	40	0	49N34	3E37	02	VENIZEL
1903	11	17	C	857	F	14	50	40	0	48N55	2E30	93	EPINAY-S-SEINE
1903	11	27	C	860	F	9	50	40	0	48N50	2E11	92	CLICHY
1903	12	21	C	1693	F	1	50	40	0	47N24	0E42	37	TOURS
1903	12	23	C	784	F	11	50	40	0	46N34	3E20	03	GRIPEY
1903	12	29	C	347	I	14	30	0	-1	45N30	9E15	MI	MILANO
1904	1	22	C	1912	F	9	50	40	0	42N42	2E55	66	PERPIGNAN
1904	2	8	C	2075	N	0	9	28	0	52N 6	5E 8	UT	UTRECHT
1904	2	10	C	787	F	16	50	40	0	47N54	1E54	45	MEUNG-S/LOIRE
1904	2	12	C	863	F	22	50	40	0	47N28	0W32	49	STE-GEMMES-D'AN
1904	2	15	C	851	F	21	50	40	0	44N56	2E26	15	LE BEX
1904	2	27	C	844	F	3	5	40	0	48N55	2E30	93	ST-OUEN
1904	3	1	C	1731	F	6	40	40	0	48N50	2E11	92	NEUILLY-S-SEINE
1904	3	5	C	1027	B	4	0	0	0	51N13	3E15	WVL	GELUVELT
1904	3	13	C	206	F	13	50	40	0	46N12	5E13	01	BAGELECHATEL
1904	3	17	C	1908	F	17	20	40	0	45N50	1E15	87	AIXE-S-VIENNE
1904	3	18	C	152	F	1	50	40	0	43N37	1E26	31	ST-GAUDENS
1904	3	21	C	1242	F	21	50	40	0	47N54	1E54	45	ORLEANS
1904	3	30	C	478	I	10	15	0	-1	45N30	12E 0	VI	VICENZA
1904	4	7	C	1252	F	13	50	40	0	37N 0	7E45	ALG	CLAUZEL
1904	4	12	C	7	F	22	50	40	0	47N 5	2E23	18	SAULZAISLEPOTIE
1904	4	22	C	1075	B	2	0	0	0	50N23	4E30	HAI	CHATELINEAU
1904	5	10	C	1707	F	20	50	40	0	48N50	2E11	92	NEUILLY
1904	5	29	C	688	F	21	50	40	0	48N 7	5E 8	52	SAINT-DIZIER
1904	7	2	C	2062	F	4	50	40	0	48N50	2E20	75	PARIS
1904	7	10	C	2059	F	9	50	40	0	47N13	1W35	44	LE HAVRE
1904	8	1	C	472	I	22	0	0	-1	45N30	9E15	MI	MILANO
1904	8	8	C	122	I	13	0	0	-1	45N30	9E 0	NO	GALLIATE
1904	8	11	C	1941	F	3	5	40	0	48N50	2E11	92	VAUCRESSON
1904	9	13	C	309	I	18	10	0	-1	41N54	12E30	RM	MONTEROTONDO
1904	10	12	C	1810	F	9	50	40	0	42N42	2E55	66	PERPIGNAN
1904	11	10	C	870	F	0	50	40	0	45N50	1E15	87	CIEUX
